Src.066rc Rc;3 de setembro de 2021;lá 8 o valor do ensaio de
João Carlos Santos;19 de outubro de 2020;Não estou conseguindo entrar
ANTONIO CARLOS GOMES ATAIDE;10 de março de 2021;No celular e complicado
Maria Nilce Barbosa;15 de maio de 2022;Eu queria tanto ter um cartão Bradesco
Geovanen Marques;5 de maio de 2020;Nao vale nada dizem que e pra prdir seu cartao mas nao passa de babozeira
Marly santos souza;4 de março de 2021;Eu nao tor consegundo entra no app
Rafael Solo;24 de agosto de 2021;O aplicativo é horrível
Dionizio Ferreira;8 de maio de 2021;Está sem abrir
monaliza santana;27 de julho de 2021;O aplicativo nao acessa ruim
Sandra Aparecida;28 de abril de 2022;Não consigo acessar minha conta
Sione Oliveira;2 de outubro de 2020;Não consigo cadastrar meu cartão
Glória Maria Ferreira Da Silva Ferreira Da Silva;15 de fevereiro de 2022;Maravilhoso e muíto bom importante
Lindalva Rosa;5 de fevereiro de 2021;Não estou conseguindo entrar na minha conta
Michael Bitencourt;10 de junho de 2021;Impossível de fazer cadastro.
Bruno Mueller;9 de junho de 2021;Muito ruim. Muito mesmo.
Elma Tv;24 de julho de 2022;Eu achei otimo
Leticia Silva;14 de abril de 2021;Nem percam o tempo baixando
Setorista Fla Memes de informação;29 de abril de 2021;N autentica , fica dando erro
Marta Brugguer;16 de julho de 2021;Sou idosa, mudaram minha AGÊNCIA E ENVIARAM UM CARTÃO DE DÉBITO COM O CHIP COM.DEFEITO! NÃO ESTOU PODENDO SACAR DINHEIRO. ME DERAM UM PROVISÓRIO, PORÉM FII SACAR 650 REAIS. NÃO SAIU O DINHEIRO ENA 2 TENTATIVA SAIU. PORÉM, NÃO HOUVE ESTORNO NA CONTA. SOU EXTREMAMENTE MAL ATENDIDA. HÁ MAIS DE 20 DIAS PEDI OUTRO E ATÉ AGORA NADA. TAMBÉM JUNTARAM 2 BCOS EM.UM SÓ. SOU FUNCIONARIA PÚBLICA E TIVE QUE MUDAR DE BANCO.MINA AG É 0540. CONTA417272_8. NINGUÉM ME DEIXA ENTRAR BCO.NEM TELEFONE ATENDE! ATENTIMENTO PÉSSIMO E FUNCIONÁRIOS MAL EDUCADOS! IREI PROCURAR MEUS DIREITOS! MARYA ARAÚJO MARQUES DE OLIVEIRA.
elias soares;5 de abril de 2022;Não consigo instalar
Jorge Oliveira;24 de março de 2021;Desbloqueio do aplicativo
Luzinete Jorge;30 de janeiro de 2021;Não consigo nada nele
Joelma Henry;1 de outubro de 2021;Desde de julho que os clientes estão reclamando, hj é 01/10 e ainda não resolveram???? Que ABSURDO!!!!
J.Amorim Amorim;4 de setembro de 2020;Baixei, pediu cpf, e ja era. Nao passa disso. Piada, mesmo, viu?
Um usuário do Google;6 de novembro de 2021;Não consigo entrar
Brasilina Eugenia matos;27 de julho de 2021;Muito ruim aplicativo
Rodrigo Dias marinhop;15 de junho de 2022;O meu também aparece autorizar
Anderson Junqueira;26 de agosto de 2020;Nao consegui estalar esse aplicativo
Anelita Da Silva Santos;23 de janeiro de 2021;Precisa melhorar mais.
Romeu Galdi;26 de abril de 2021;Onde está o app pessoa física?
Gustavo Concon;7 de junho de 2022;Agora foi pessoal, obrigado.
Samanta Bezerra;11 de julho de 2020;Eu não consigo baixar o app.
vitor goes;15 de abril de 2021;Sera que ñ tem um aplicativo bradesco que preste
EVA IZABEL DOS SANTOS;17 de maio de 2021;Quero um cartao do Banco Bradesco para fazer compras paseladas e mercado ja tenho comta no Bradesco comta corente L
Monica Regina;21 de junho de 2021;Como faço pra cancelar o cartão de débito
Mazer Nunes;24 de junho de 2022;Preciso de uma nova senha pois perdi a minha como faz
Iranildo Pedro;1 de fevereiro de 2022;Não tem assesso ao código de barras
Bernadeth S. Oliveira Cabral;5 de maio de 2021;Instalação do app Bradesco
CELIO Luiz de frança;5 de fevereiro de 2021;Muito bom gostei 😃
Maria Novas;1 de agosto de 2020;Só da erro não quero mais ufa
edileuza calheiros;23 de abril de 2021;Primeira vez usando aplicativo satisfeita
Paulo Cosendei;20 de setembro de 2021;Não consigo istalar
Amilta Fernandes;10 de outubro de 2020;Eu escolher outros Banco pra receber Bradesco fora do vale
Paulo Sérgio dos Santos;2 de outubro de 2021;O app não finciona
Osnar Lima;9 de julho de 2021;Queria saber se dar para fazer cartão virtual nessas conta pj alguem sabe me responder
Gomes Joimara Joimara;21 de março de 2022;É desgraça presta nada
Edmar Edmazao;11 de janeiro de 2022;pecimo não me atendeu em nada.
Antonio duarte santos Duarte santo;24 de abril de 2021;Nao estou consguindo baixar o App.
Julio Cesar;19 de janeiro de 2022;Ótimo muito bom
GEORGINA Botelho;14 de novembro de 2021;Ebom soque odinhero cai rápido
Roseni Camargo Machado Rose;3 de abril de 2022;Quero meu aplicativo Bradesco que eu asso minhha conta naõ tou conseguindo
Luciana Maria;7 de dezembro de 2021;Péssimo esse aplicativo
Milu de Souza;1 de janeiro de 2022;Vesperar Pra ver se presta
José Carlos (Kazeca);27 de abril de 2022;Satisfeito BOM BOM
ely josé machado;28 de outubro de 2021;Ourives. Bradesco PJ, pede CPF, quando deveria CNPJ.
graciele tatiane de oliveira santos;1 de fevereiro de 2022;Não tenho que reclamar
SOS Tem de tudo;13 de novembro de 2021;Cara que banco horrível
andreza martins do vale;3 de julho de 2020;So da erro no sei la o que..
Yuri meus filhos netos tudo que pm Silva;28 de dezembro de 2020;Cartão bradescard c&a
Esther sophia;21 de junho de 2021;Atualizações com financeiras
Bruno Farias dos Santos;5 de junho de 2021;App lixo banco lixo odeio esse banco
Edilania Silva;23 de novembro de 2021;Péssimo esse aplicativo 👎
Erivaldo Farias;24 de agosto de 2022;Legal.muinto bom
faria donizete;1 de outubro de 2021;Agradeço de coração
Paulo 980 Leon&&;30 de setembro de 2020;É a primeira vez espero que de tudo certo
Midian Lima;1 de junho de 2022;Espero que seja bom
coisa de irmão;9 de agosto de 2022;Lixo 💩 Lixo lixo lixo lixo lixo lixo lixo
Analice Correia Rocha;25 de maio de 2020;Quero Sabe onde meu benefício foi
Alcilene Gomes;28 de abril de 2021;Não gostei não
Lu Coelho;11 de julho de 2020;N consigo fazer nada aqui
J Afonso;27 de setembro de 2021;TUDO DO BRADESCO NO MEU CASO FOI PÉSSIMO PÉSSIMO PÉSSIMO
Sandra Izaura;25 de fevereiro de 2022;Nao concigo entra no bradesco cartaoa
Irene Votu;29 de abril de 2022;Já sou Criente do BRADESCO 0k .
gonçalo ferreira de oliveira;19 de novembro de 2021;Como desbloquer cartao elo novo
Raimundo nonato Silva Teixeira;5 de março de 2021;Luxo este a plicativo
Maria Jose;28 de janeiro de 2021;Cartão de crédito
Marcelo Murat;9 de maio de 2021;Fraco. Ruin. Amador.
Ana Rita Tourinho;28 de março de 2022;Preciso desse cartão
Nallva Barreto;11 de maio de 2022;Bom dia mais
Um usuário do Google;4 de abril de 2020;Dando erro PUPJ.P000
Sebastião Souza;20 de maio de 2021;Foi muito bom
Aracy Ferreira;7 de maio de 2021;Eu acho bom
Vera Lucia;13 de dezembro de 2021;Péssimo..Faz a pessoa de idiota😡😡😡😡😡😡😡
Fabio Jose;11 de janeiro de 2022;Quero.um Bradesco . Fecibuque.nao.paga.e.maravilpso
Pedrinho do TI;16 de julho de 2020;Mais ou menos
Um usuário do Google;28 de abril de 2020;NAo gostei e ohh
EDUARDO FF CLX Ferreira;12 de janeiro de 2021;Francisco de Assis Candido da silva
Manoel Ribeiro;30 de julho de 2020;minha.conta.1915.agencia.6990.6 manoel.ribeiro.dos.santo
blegue souza;26 de setembro de 2021;João.f Boa
Antônio leite da costa Leite da costa;24 de abril de 2022;Márcia Cruz vieira
Francisco Vitor;12 de maio de 2020;Eu guero cartão um de guretido
Xxx Silva;13 de abril de 2021;Clodomir. Da. Rosa
Raimundo Pereira dossantos;24 de outubro de 2022;Muito bom
Renata Borim;30 de setembro de 2022;Horrível 😞
Denize Santana;9 de outubro de 2022;Excelente
Marcio Lessa;3 de outubro de 2022;Bom
Leocir Paulo Rotava;21 de setembro de 2022;Poucas informações... Layout ruim.
tibiracemar ribeiro;12 de setembro de 2022;13456990жр っx６
vanusa maia;24 de agosto de 2022;Ibrahim noite
Antonio Paulo Reis Rocha;20 de setembro de 2022;Vou gostar
Kayke Mateus;15 de setembro de 2022;Muto bom
Leonardo Britto;10 de julho de 2022;Não.funciona
Ronaldo Siqueira;28 de julho de 2022;Br
Jocélio Pontes de Abreu;17 de junho de 2022;Péssimo aplicativo!
caminhões vs motos do Acre;27 de junho de 2022;Não presta
Luh Fonseca;30 de março de 2022;Simplesmente horrível !!!
Josimar Moreira de Souza;18 de maio de 2022;Bom app
Roberta Soutor;29 de março de 2022;Muito boa
ARISMAR pereira de lacerda;31 de março de 2022;Adorei
Jose Silva sousa;3 de maio de 2022;Ótimo
Alexandre Nanir;26 de abril de 2022;Ótimo
Audicea de souza raste Raste;14 de abril de 2022;Ótima
odair Alves;2 de dezembro de 2021;ºº\=_. W ×😉😋😚1 . A..-
Thiago Jesus;17 de janeiro de 2022;Melhora esse APP.
Tatoo Ferreira;20 de novembro de 2021;COMERCIAL- OSASCO
francisco gomes;14 de dezembro de 2021;sem assunto
Leia Cepilho Lopes Cepilho Lopes;14 de janeiro de 2022;Muito bom
Everson User;4 de dezembro de 2021;Esselente
Guilherme Soares;2 de janeiro de 2022;Ghuu
Maria Elza Almeida;16 de dezembro de 2021;Ótimo
Otaviano Ferreira;12 de março de 2022;Ecelente
Angela Maria;10 de março de 2022;Boa
SEMEANDO A PALAVRA- Pr. JESUS MONTALVÃO;15 de março de 2022;Ótimo
Francisco Edno;4 de fevereiro de 2022;bom
wenderson jorgino;23 de outubro de 2021;E ótimos
Erika Marçal;8 de novembro de 2021;Pessimo
Ilma Silva;5 de novembro de 2021;Desploquia
José Rocha da Silva Zezinho;17 de dezembro de 2021;247 253
ismin bff girls;24 de outubro de 2021;Não entra
Reinaldo De Sousa Santos;25 de setembro de 2021;Muito ruim
Nádia Maria Couto;24 de outubro de 2021;ELIASGONCALVESCOUTO
erasmo baltazar;22 de janeiro de 2021;Credo qua app ruim
Fracisco Souza;30 de agosto de 2021;Bom...... ❤️
Yellow Tech;3 de dezembro de 2020;Não funciona...
Ana Carmino;6 de dezembro de 2020;Péssimo também....
Gersiano Cassius;1 de maio de 2021;Não funciona!!!
Fear Sx;8 de janeiro de 2021;Muito ruim 😞😞😞
Zeolita Quinelato;26 de março de 2021;Excelente atendimento
Junior Play;8 de junho de 2021;PÉSSIMO!!
Silene Santos;31 de março de 2021;Muito boa
Daniel Fernandes;24 de junho de 2021;Muitos erros
israel nogueira;13 de julho de 2021;Uma Mérida
Jhma Construções;11 de julho de 2021;Ótimo aplicativo
Manoel Pereira dos Santos Santos;16 de julho de 2021;Ótimo.
Loester Guedes Louzada;18 de janeiro de 2021;Péssima 😔
Amparo maria;10 de julho de 2021;Horrível!!!
Edielson Souza;14 de julho de 2021;Péssimo!!!
Zelinda Rodrigues De Lima;2 de dezembro de 2020;Ótima
Paulo hermes teles Baião teles;16 de abril de 2021;ruim
Flavia amorim leles;1 de agosto de 2021;Horrível
Antonio Carlos Pereira Severo;30 de dezembro de 2020;Pessima
Jorgeanselmo ferreiradossantos;6 de julho de 2021;Ecelenti
Joseane Santana;4 de maio de 2021;Excelente
Miriam Zago;15 de março de 2021;Otimo
Marco Flauzino;8 de novembro de 2020;Ruim, nao funciona, e para piorar o suporte no 40020022 e de ruim a pessimo, a pouco tive o atendimento, onde no primeiro momentoa atentente Isabel foi muito gentil" no segundo momento a atendente Fabiana me atendeu, mas nada foi resolvido continua sem conseguir acessar o APP.
Martha irene Pereira costa;16 de novembro de 2020;Rruim
Daniela Silva;12 de novembro de 2020;Excelente
Teresa de Jesus;21 de novembro de 2020;PArabem
Maria Adalgisa Alves Feitoza;9 de outubro de 2020;Muito ruim
Alan Lins;30 de setembro de 2020;Não funciona
Severino GoldPark;7 de outubro de 2020;Otimo
Augusto Santos;13 de julho de 2020;AUGUSTOS$DOSSANTOS
elzamariamoreira espiritosanto;13 de julho de 2020;Doneza@grr
Um usuário do Google;16 de abril de 2020;Não presta
LUIS game;5 de maio de 2020;Ótimo App
Bruno Alex;20 de julho de 2020;Bom.
Vanuzia Oliveira;6 de julho de 2020;Bom
jacelita ferreira Silva;26 de outubro de 2021;Shhwus TV se o SSDud😍
Robson Souza;3 de junho de 2022;Muito ruim 👎
Willian de Jorge;14 de agosto de 2020;App, Excelente!
Diná Maria Lopes (Dina);18 de agosto de 2020;Muito bom..
Amilton Figueiredo;27 de fevereiro de 2022;COMERCIO E LACHONETE E DOCERIA MJ LDA SP BAIRRO DE PERUS CEP O5209-520 GONJ HABITACIONAL RECANTO DOS HUMILDES COMP TRAV DIAMANTES N:2
Um usuário do Google;17 de março de 2020;Excelente!
Jacó Andrade Andrade da Silva;10 de março de 2022;👏👏👍😁
Antonio Medeiros;14 de maio de 2022;Exelente qpp
Os waldo Moura;23 de julho de 2022;Muito ruim
Mariadosocorroarquilino Arquilino;20 de julho de 2021;M. Bom
Mitsurride;25 de novembro de 2021;Não funciona
Claudia Santos;12 de agosto de 2020;E ótimo
Cesar Goncalves Cesinha;9 de novembro de 2021;Muito bom
Eronaldo Firmino da Silva;2 de outubro de 2020;ERODLANO B
Newton G Colombini;19 de outubro de 2020;Não funciona
Jose Joserobertooliveiradasilva;1 de março de 2021;mito bom
Cristian Ribeiro;27 de agosto de 2020;Não abre
Nilton Leite;7 de agosto de 2022;Muito bom
Anderly Costa;17 de agosto de 2021;Andderly costa
Edmar Medeiros;2 de dezembro de 2020;Não funciona
Bruno Aragão;12 de novembro de 2021;Serviço péssimo
Rosilane Da cruz ferreira;20 de julho de 2022;Muito bom
Andreia Costa;25 de agosto de 2022;Muito bom
Cauan Santos;5 de março de 2021;Um lixo
Francisco Siriaco;4 de abril de 2021;Muito bom
Cleomar Oliveira araujo;7 de maio de 2021;Eu gostei
Luciene Silva;12 de setembro de 2021;Muito bom
Maria José;30 de janeiro de 2021;muito ótimo
Luiz Antônio;19 de junho de 2020;multi boa
Rosangela Faustino;22 de setembro de 2021;Muito bom
Serafim Carlos Leme;22 de fevereiro de 2021;Aderi agora
Raimundo Ira;23 de maio de 2022;Muito bom
Vera lucia Araujo;4 de janeiro de 2022;Muito boa
erica cristina de freitas;23 de março de 2021;Não funciona
cookie can;21 de julho de 2020;Muito bommm
Valeria Gonçalves;8 de maio de 2020;Muito bom
não se cala Anny santtos.;9 de junho de 2021;Maravilhoso 😍
deo von ledebur;9 de maio de 2022;Horrível 😕
antoniafabiana fabiana;8 de novembro de 2020;Ótimo 👍
Regi Lima;30 de julho de 2020;Estrelas
JOSÉ HENRIQUE SILVA DE PAULA;20 de novembro de 2021;PRÁTICO
Alexandre Machado;17 de janeiro de 2021;excelente
Madalena Matoso;19 de março de 2022;Legal
Gabriel Melo;26 de junho de 2022;Muitobo
Paulo Reis;6 de agosto de 2020;Bom
Luciano Tiano;5 de dezembro de 2021;Bom
Sueli Fernandes De Souza;16 de dezembro de 2021;Excelente
adriano de souza soares;11 de março de 2022;Enfermagem
Vanderlei Silva;11 de janeiro de 2021;Péssima
Fabiano Ramos;26 de dezembro de 2021;Bradesco
Reinaldo;3 de setembro de 2020;Péssimo
Vera lucia santos silva Santos silva;16 de julho de 2020;ruim
Gilberto Carlos de Jesus;16 de novembro de 2021;Ok
Pedro Caldas;26 de setembro de 2020;Péssimo
Isaías Alexandre;4 de dezembro de 2020;Horrível
Sebastiao Davi;13 de abril de 2021;Bom
Beto Bussolo;21 de setembro de 2021;Bl
Um usuário do Google;7 de abril de 2020;Legal
Um usuário do Google;2 de abril de 2020;Ruim
Viking's Sta;31 de maio de 2022;Bom
Edith Teixeira de Souza Silva Souza Silva;3 de julho de 2022;Lu13
Rosângela de Souza LIMA;9 de junho de 2022;Ótimo
Aurelinovsantov;10 de setembro de 2022;Otimo
Joseny de Souza Amorim;24 de maio de 2022;Ótimo
Jose Humberto;3 de outubro de 2022;Oj
Nivea Lima;13 de setembro de 2022;Horrivel
Georgia pinto Botelhos;24 de setembro de 2022;Bom
Kelly cristina Leme;17 de outubro de 2022;Lixo
Adrielma Soares;24 de agosto de 2020;vendas
Carolina Cardoso;21 de junho de 2021;Ótimo
Tininho Lucio;26 de janeiro de 2022;Otimo
Luizmar Fernandes;17 de abril de 2021;Bom
roselic shmitz;9 de fevereiro de 2021;Ótima
Darci Aparecido;23 de janeiro de 2022;Ótimo
Izabel Marinho;22 de outubro de 2021;Horrivel
Sandra Lima;2 de outubro de 2021;CENTRO
Alisson Santos;25 de maio de 2021;Péssimo
Francisco das Chagas praxedesjunior Junior;27 de março de 2022;Ótimo
Aleson Nahn;9 de fevereiro de 2021;Bom
benedito costa;24 de julho de 2021;Bom
Adrianny Vitória;11 de abril de 2021;Uo
Patricia Galdino;5 de novembro de 2021;Ruim
Climerio Pereira;4 de março de 2022;Boa
Carlos Magno;27 de março de 2021;Otimo
Enzo Souza820;17 de agosto de 2021;Horrível
Antonia Leite;17 de julho de 2021;Ótimo
Eunice Cristina lemos;15 de julho de 2022;Fasilidade
Cleide Sousa Oliveira;12 de agosto de 2021;Bom
Edimar Vieira;13 de fevereiro de 2021;Boa
Juracilda Antunes Alves;5 de agosto de 2021;Bom
ana maria pucci maria;18 de julho de 2021;Ruim
John kevin Carvalho santos;26 de janeiro de 2022;Ok
Sonia Berreta;10 de março de 2022;Ruim
CL V9 FF;6 de dezembro de 2021;ruim
Max Alberto;22 de maio de 2021;Otima
Gildeann Ferreira;22 de fevereiro de 2022;Bom
Maria dajuda Jesus Viana;27 de janeiro de 2022;❤❤
